"","Trap","Emptied","period","eb_start","eb_end","gas_start","gas_end","gas_accumulated","time_accumulated","time_hr","Site"
"1131","P3D","No","NA~0",NA,"2022-09-13 09:38:00",NA,0,NA,NA,NA,"Picks"
"1132","P3D","No","0~1","2022-09-13 09:38:00","2022-09-13 11:02:15",0,0,0,"5055.70566678047s (~1.4 hours)",1.4043626852168,"Picks"
"1133","P3D","No","1~2","2022-09-13 11:02:15","2022-09-13 13:22:29",0,0,0,"8413.66033315659s (~2.34 hours)",2.33712787032127,"Picks"
"1134","P3D","No","2~3","2022-09-13 13:22:29","2022-09-13 16:35:55",0,0,0,"11606.4473333359s (~3.22 hours)",3.22401314814885,"Picks"
"1135","P3D","No","3~4","2022-09-13 16:35:55","2022-09-13 19:36:10",0,0.3,0.3,"10814.9443333149s (~3 hours)",3.00415120369858,"Picks"
"1136","P3D","No","4~5","2022-09-13 19:36:10","2022-09-13 22:23:48",0.3,1,0.7,"10057.3173334599s (~2.79 hours)",2.7936992592944,"Picks"
"1137","P3D","No","5~6","2022-09-13 22:23:48","2022-09-14 01:40:34",1,0.4,-0.6,"11806.9126665592s (~3.28 hours)",3.27969796293312,"Picks"
"1138","P3D","No","6~7","2022-09-14 01:40:34","2022-09-14 04:35:18",0.4,2.2,1.8,"10483.2130000591s (~2.91 hours)",2.91200361112754,"Picks"
"1139","P3D","No","7~8","2022-09-14 04:35:18","2022-09-14 07:52:49",2.2,1.5,-0.7,"11851.4330000877s (~3.29 hours)",3.29206472224659,"Picks"
"1140","P3D","No","8~9","2022-09-14 07:52:49","2022-09-14 09:14:00",1.5,2.6,1.1,"4870.36633324623s (~1.35 hours)",1.35287953701284,"Picks"
"1141","P3E","No","NA~0",NA,"2022-09-13 09:40:00",NA,0,NA,NA,NA,"Picks"
"1142","P3E","No","0~1","2022-09-13 09:40:00","2022-09-13 11:03:01",0,0.3,0.3,"4981.375s (~1.38 hours)",1.38371527777778,"Picks"
"1143","P3E","No","1~2","2022-09-13 11:03:01","2022-09-13 13:23:14",0.3,0.4,0.1,"8413.59200000763s (~2.34 hours)",2.33710888889101,"Picks"
"1144","P3E","No","2~3","2022-09-13 13:23:14","2022-09-13 16:36:45",0.4,0.3,-0.1,"11610.5039999485s (~3.23 hours)",3.22513999998569,"Picks"
"1145","P3E","No","3~4","2022-09-13 16:36:45","2022-09-13 19:37:19",0.3,0.4,0.1,"10833.8849999905s (~3.01 hours)",3.00941249999735,"Picks"
"1146","P3E","No","4~5","2022-09-13 19:37:19","2022-09-13 22:24:47",0.4,0.6,0.2,"10048.0190000534s (~2.79 hours)",2.79111638890372,"Picks"
"1147","P3E","No","5~6","2022-09-13 22:24:47","2022-09-14 01:41:35",0.6,0.5,-0.1,"11807.9019999504s (~3.28 hours)",3.279972777764,"Picks"
"1148","P3E","No","6~7","2022-09-14 01:41:35","2022-09-14 04:36:15",0.5,2.2,1.7,"10480.4910001755s (~2.91 hours)",2.91124750004874,"Picks"
"1149","P3E","No","7~8","2022-09-14 04:36:15","2022-09-14 07:53:48",2.2,2.5,0.3,"11852.5s (~3.29 hours)",3.29236111111111,"Picks"
"1150","P3E","No","8~9","2022-09-14 07:53:48","2022-09-14 09:15:00",2.5,4.7,2.2,"4871.73199987411s (~1.35 hours)",1.35325888885392,"Picks"
"1151","P4A","No","NA~0",NA,"2022-09-13 09:31:00",NA,0,NA,NA,NA,"Picks"
"1152","P4A","No","0~1","2022-09-13 09:31:00","2022-09-13 11:08:31",0,NA,NA,"5851.16799998283s (~1.63 hours)",1.62532444443968,"Picks"
"1153","P4A","No","1~2","2022-09-13 11:08:31","2022-09-13 13:27:33",NA,1.3,NA,"8342.39899992943s (~2.32 hours)",2.31733305553595,"Picks"
"1154","P4A","No","2~3","2022-09-13 13:27:33","2022-09-13 16:40:46",1.3,0.5,-0.8,"11592.5050001144s (~3.22 hours)",3.22014027780957,"Picks"
"1155","P4A","No","3~4","2022-09-13 16:40:46","2022-09-13 19:42:03",0.5,0.4,-0.1,"10877.1849999428s (~3.02 hours)",3.02144027776188,"Picks"
"1156","P4A","No","4~5","2022-09-13 19:42:03","2022-09-13 22:28:44",0.4,2.5,2.1,"10001.7230000496s (~2.78 hours)",2.77825638890266,"Picks"
"1157","P4A","No","5~6","2022-09-13 22:28:44","2022-09-14 01:46:11",2.5,0,-2.5,"11847.0120000839s (~3.29 hours)",3.29083666668998,"Picks"
"1158","P4A","No","6~7","2022-09-14 01:46:11","2022-09-14 04:39:50",0,0.7,0.7,"10418.5739998817s (~2.89 hours)",2.89404833330048,"Picks"
"1159","P4A","No","7~8","2022-09-14 04:39:50","2022-09-14 07:57:10",0.7,0.5,-0.2,"11840.3949999809s (~3.29 hours)",3.28899861110581,"Picks"
"1160","P4A","No","8~9","2022-09-14 07:57:10","2022-09-14 09:22:00",0.5,2.8,2.3,"5089.03900003433s (~1.41 hours)",1.41362194445398,"Picks"
"1161","P4B","No","NA~0",NA,"2022-09-13 09:30:00",NA,0,NA,NA,NA,"Picks"
"1162","P4B","No","0~1","2022-09-13 09:30:00","2022-09-13 11:10:48",0,2.7,2.7,"6048.51900005341s (~1.68 hours)",1.6801441666815,"Picks"
"1163","P4B","No","1~2","2022-09-13 11:10:48","2022-09-13 13:31:47",2.7,5,2.3,"8458.65199995041s (~2.35 hours)",2.34962555554178,"Picks"
"1164","P4B","No","2~3","2022-09-13 13:31:47","2022-09-13 16:47:52",5,5.3,0.3,"11765.0570001602s (~3.27 hours)",3.26807138893339,"Picks"
"1165","P4B","No","3~4","2022-09-13 16:47:52","2022-09-13 19:45:27",5.3,0,-5.3,"10654.831499815s (~2.96 hours)",2.95967541661527,"Picks"
"1166","P4B","No","4~5","2022-09-13 19:45:27","2022-09-13 22:35:34",0,NA,NA,"10207.0160000324s (~2.84 hours)",2.83528222223123,"Picks"
"1167","P4B","No","5~6","2022-09-13 22:35:34","2022-09-14 01:50:43",NA,NA,NA,"11709.4070000648s (~3.25 hours)",3.25261305557357,"Picks"
"1168","P4B",NA,"6~7","2022-09-14 01:50:43","2022-09-14 04:42:44",NA,NA,NA,"10320.8420000076s (~2.87 hours)",2.86690055555767,"Picks"
"1169","P4B","No","7~8","2022-09-14 04:42:44","2022-09-14 08:00:35",NA,NA,NA,"11871.2999997139s (~3.3 hours)",3.29758333325386,"Picks"
"1170","P4B","No","8~9","2022-09-14 08:00:35",NA,NA,NA,NA,NA,NA,"Picks"
"1171","P4C","No","NA~0",NA,"2022-09-13 09:29:00",NA,0,NA,NA,NA,"Picks"
"1172","P4C","No","0~1","2022-09-13 09:29:00","2022-09-13 11:11:59",0,2.5,2.5,"6179.96899986267s (~1.72 hours)",1.71665805551741,"Picks"
"1173","P4C","No","1~2","2022-09-13 11:11:59","2022-09-13 13:33:08",2.5,10,7.5,"8468.10600018501s (~2.35 hours)",2.35225166671806,"Picks"
"1174","P4C","No","2~3","2022-09-13 13:33:08","2022-09-13 16:50:17",10,11.4,1.4,"11829.6080000401s (~3.29 hours)",3.28600222223335,"Picks"
"1175","P4C","No","3~4","2022-09-13 16:50:17","2022-09-13 19:46:58",11.4,10,-1.4,"10601.2760000229s (~2.94 hours)",2.94479888889525,"Picks"
"1176","P4C",NA,"4~5","2022-09-13 19:46:58","2022-09-13 22:39:46",10,15.1,5.1,"10367.4979999065s (~2.88 hours)",2.87986055552959,"Picks"
"1177","P4C","No","5~6","2022-09-13 22:39:46","2022-09-14 01:51:43",NA,0,NA,"11516.9199998379s (~3.2 hours)",3.19914444439941,"Picks"
"1178","P4C","No","6~7","2022-09-14 01:51:43","2022-09-14 04:44:08",0,0,0,"10344.7970001698s (~2.87 hours)",2.87355472226938,"Picks"
"1179","P4C","No","7~8","2022-09-14 04:44:08","2022-09-14 08:01:56",0,0,0,"11868.3159999847s (~3.3 hours)",3.29675444444021,"Picks"
"1180","P4C","No","8~9","2022-09-14 08:01:56","2022-09-14 09:27:00",0,1.8,1.8,"5103.50999999046s (~1.42 hours)",1.41764166666402,"Picks"
"1181","P4D","No","NA~0",NA,"2022-09-13 09:26:00",NA,0,NA,NA,NA,"Picks"
"1182","P4D","No","0~1","2022-09-13 09:26:00","2022-09-13 11:15:45",0,0,0,"6585.77099990845s (~1.83 hours)",1.8293808333079,"Picks"
"1183","P4D","No","1~2","2022-09-13 11:15:45","2022-09-13 13:36:49",0,0.5,0.5,"8463.99399995804s (~2.35 hours)",2.35110944443279,"Picks"
"1184","P4D","No","2~3","2022-09-13 13:36:49","2022-09-13 16:56:12",0.5,2.7,2.2,"11962.4030001163s (~3.32 hours)",3.32288972225454,"Picks"
"1185","P4D","No","3~4","2022-09-13 16:56:12","2022-09-13 19:51:24",2.7,0,-2.7,"10512.4900000095s (~2.92 hours)",2.92013611111376,"Picks"
"1186","P4D","No","4~5","2022-09-13 19:51:24","2022-09-13 22:42:38",0,0,0,"10274.2979998589s (~2.85 hours)",2.85397166662746,"Picks"
"1187","P4D","No","5~6","2022-09-13 22:42:38","2022-09-14 01:56:08",0,0,0,"11609.4200000763s (~3.22 hours)",3.22483888891008,"Picks"
"1188","P4D","No","6~7","2022-09-14 01:56:08","2022-09-14 04:48:24",0,0.5,0.5,"10336.5900001526s (~2.87 hours)",2.87127500004239,"Picks"
"1189","P4D","No","7~8","2022-09-14 04:48:24","2022-09-14 08:05:04",0.5,0,-0.5,"11799.4000000954s (~3.28 hours)",3.2776111111376,"Picks"
"1190","P4D","No","8~9","2022-09-14 08:05:04","2022-09-14 09:28:00",0,2.4,2.4,"4975.63399982452s (~1.38 hours)",1.38212055550681,"Picks"
"1191","P4E","No","NA~0",NA,"2022-09-13 09:25:00",NA,0,NA,NA,NA,"Picks"
"1192","P4E","No","0~1","2022-09-13 09:25:00","2022-09-13 11:17:25",0,0,0,"6745.96666669846s (~1.87 hours)",1.87387962963846,"Picks"
"1193","P4E","No","1~2","2022-09-13 11:17:25","2022-09-13 13:40:02",0,0,0,"8556.51366662979s (~2.38 hours)",2.37680935184161,"Picks"
"1194","P4E","No","2~3","2022-09-13 13:40:02","2022-09-13 16:59:05",0,2.4,2.4,"11943.331666708s (~3.32 hours)",3.31759212964111,"Picks"
"1195","P4E","No","3~4","2022-09-13 16:59:05","2022-09-13 19:53:58",2.4,0.3,-2.1,"10492.8806664944s (~2.91 hours)",2.91468907402621,"Picks"
"1196","P4E","No","4~5","2022-09-13 19:53:58","2022-09-13 22:45:33",0.3,7.5,7.2,"10294.9673335552s (~2.86 hours)",2.85971314820978,"Picks"
"1197","P4E","No","5~6","2022-09-13 22:45:33","2022-09-14 01:58:41",7.5,7.2,-0.3,"11587.9509999752s (~3.22 hours)",3.21887527777089,"Picks"
"1198","P4E","No","6~7","2022-09-14 01:58:41","2022-09-14 04:50:40",7.2,9.8,2.6,"10318.6569998264s (~2.87 hours)",2.8662936110629,"Picks"
"1199","P4E","No","7~8","2022-09-14 04:50:40","2022-09-14 08:08:41",9.8,11,1.2,"11881.5170001984s (~3.3 hours)",3.30042138894399,"Picks"
"1200","P4E","No","8~9","2022-09-14 08:08:41","2022-09-14 09:30:00",11,12.8,1.8,"4878.21499991417s (~1.36 hours)",1.35505972219838,"Picks"
"1201","P5A","No","NA~0",NA,"2022-09-13 09:15:00",NA,0,NA,NA,NA,"Picks"
"1202","P5A","No","0~1","2022-09-13 09:15:00","2022-09-13 11:18:27",0,2.6,2.6,"7407.26833343506s (~2.06 hours)",2.05757453706529,"Picks"
"1203","P5A","No","1~2","2022-09-13 11:18:27","2022-09-13 13:41:56",2.6,4.5,1.9,"8609.10433316231s (~2.39 hours)",2.39141787032286,"Picks"
"1204","P5A","No","2~3","2022-09-13 13:41:56","2022-09-13 17:00:50",4.5,12.4,7.9,"11934.2673332691s (~3.32 hours)",3.31507425924142,"Picks"
"1205","P5A","No","3~4","2022-09-13 17:00:50","2022-09-13 19:55:23",12.4,12.5,0.0999999999999996,"10473.2873334885s (~2.91 hours)",2.90924648152457,"Picks"
"1206","P5A","Yes","4~5","2022-09-13 19:55:23","2022-09-13 22:47:21",12.5,24.5,12,"10317.5326666832s (~2.87 hours)",2.86598129630089,"Picks"
"1207","P5A","No","5~6","2022-09-13 22:47:21","2022-09-14 01:59:57",0,0,0,"11556.382999897s (~3.21 hours)",3.21010638886028,"Picks"
"1208","P5A","No","6~7","2022-09-14 01:59:57","2022-09-14 04:51:48",0,0,0,"10310.7250001431s (~2.86 hours)",2.86409027781751,"Picks"
"1209","P5A","No","7~8","2022-09-14 04:51:48","2022-09-14 08:10:02",0,15,15,"11893.8079998493s (~3.3 hours)",3.3038355555137,"Picks"
"1210","P5A","No","8~9","2022-09-14 08:10:02","2022-09-14 09:38:00",15,0,-15,"5277.62400007248s (~1.47 hours)",1.4660066666868,"Picks"
"1211","P5B","No","NA~0",NA,"2022-09-13 09:16:00",NA,0,NA,NA,NA,"Picks"
"1212","P5B","No","0~1","2022-09-13 09:16:00","2022-09-13 11:19:28",0,5,5,"7408.57000017166s (~2.06 hours)",2.05793611115879,"Picks"
"1213","P5B","No","1~2","2022-09-13 11:19:28","2022-09-13 13:43:50",5,4.7,-0.3,"8661.69499969482s (~2.41 hours)",2.40602638880412,"Picks"
"1214","P5B","No","2~3","2022-09-13 13:43:50","2022-09-13 17:02:35",4.7,0.7,-4,"11925.2030000687s (~3.31 hours)",3.31255638890796,"Picks"
"1215","P5B","No","3~4","2022-09-13 17:02:35","2022-09-13 19:56:49",0.7,2.2,1.5,"10453.6940000057s (~2.9 hours)",2.90380388889048,"Picks"
"1216","P5B","No","4~5","2022-09-13 19:56:49","2022-09-13 22:49:09",2.2,2.7,0.5,"10340.0980000496s (~2.87 hours)",2.87224944445822,"Picks"
"1217","P5B","No","5~6","2022-09-13 22:49:09","2022-09-14 02:01:14",2.7,2.1,-0.6,"11524.8150000572s (~3.2 hours)",3.20133750001589,"Picks"
"1218","P5B","No","6~7","2022-09-14 02:01:14","2022-09-14 04:52:56",2.1,5,2.9,"10302.7929999828s (~2.86 hours)",2.86188694443968,"Picks"
"1219","P5B","No","7~8","2022-09-14 04:52:56","2022-09-14 08:11:22",5,2.5,-2.5,"11906.0989999771s (~3.31 hours)",3.30724972221586,"Picks"
"1220","P5B","No","8~9","2022-09-14 08:11:22","2022-09-14 09:39:00",2.5,3.5,1,"5257.03299999237s (~1.46 hours)",1.46028694444233,"Picks"
"1221","P5C","No","NA~0",NA,"2022-09-13 09:17:00",NA,0,NA,NA,NA,"Picks"
"1222","P5C","No","0~1","2022-09-13 09:17:00","2022-09-13 11:21:50",0,NA,NA,"7490.11833333969s (~2.08 hours)",2.08058842592769,"Picks"
"1223","P5C","No","1~2","2022-09-13 11:21:50","2022-09-13 13:47:21",NA,0.9,NA,"8730.91499996185s (~2.43 hours)",2.42525416665607,"Picks"
"1224","P5C","No","2~3","2022-09-13 13:47:21","2022-09-13 17:05:47",0.9,2.5,1.6,"11906.035333395s (~3.31 hours)",3.30723203705417,"Picks"
"1225","P5C",NA,"3~4","2022-09-13 17:05:47","2022-09-13 19:59:41",2.5,0.27,-2.23,"10434.7266666889s (~2.9 hours)",2.89853518519137,"Picks"
"1226","P5C","No","4~5","2022-09-13 19:59:41","2022-09-13 22:51:44",NA,1.2,NA,"10322.3643331528s (~2.87 hours)",2.86732342587577,"Picks"
"1227","P5C","No","5~6","2022-09-13 22:51:44","2022-09-14 02:03:29",1.2,2.7,1.5,"11505.1236667633s (~3.2 hours)",3.19586768521203,"Picks"
"1228","P5C","No","6~7","2022-09-14 02:03:29","2022-09-14 04:55:24",2.7,0.7,-2,"10315.1876666546s (~2.87 hours)",2.86532990740405,"Picks"
"1229","P5C","No","7~8","2022-09-14 04:55:24","2022-09-14 08:13:26",0.7,1.2,0.5,"11882.3916666508s (~3.3 hours)",3.30066435184744,"Picks"
"1230","P5C","No","8~9","2022-09-14 08:13:26","2022-09-14 09:41:00",1.2,1.1,-0.0999999999999999,"5253.1373333931s (~1.46 hours)",1.45920481483142,"Picks"
"1231","P5D","No","NA~0",NA,"2022-09-13 09:18:00",NA,0,NA,NA,NA,"Picks"
"1232","P5D","No","0~1","2022-09-13 09:18:00","2022-09-13 11:23:04",0,2.6,2.6,"7504.74966669083s (~2.08 hours)",2.0846526851919,"Picks"
"1233","P5D","No","1~2","2022-09-13 11:23:04","2022-09-13 13:48:21",2.6,5.2,2.6,"8717.15000009537s (~2.42 hours)",2.42143055558205,"Picks"
"1234","P5D","No","2~3","2022-09-13 13:48:21","2022-09-13 17:07:25",5.2,7.4,2.2,"11943.7686665058s (~3.32 hours)",3.31771351847384,"Picks"
"1235","P5D","No","3~4","2022-09-13 17:07:25","2022-09-13 20:01:20",7.4,12,4.6,"10434.8643333912s (~2.9 hours)",2.898573425942,"Picks"
"1236","P5D","No","4~5","2022-09-13 20:01:20","2022-09-13 22:52:59",12,10.2,-1.8,"10298.5276665688s (~2.86 hours)",2.86070212960243,"Picks"
"1237","P5D","No","5~6","2022-09-13 22:52:59","2022-09-14 02:04:43",10.2,11,0.800000000000001,"11504.5223333836s (~3.2 hours)",3.1957006481621,"Picks"
"1238","P5D","No","6~7","2022-09-14 02:04:43","2022-09-14 04:56:47",11,11,0,"10323.4923334122s (~2.87 hours)",2.86763675928116,"Picks"
"1239","P5D","No","7~8","2022-09-14 04:56:47","2022-09-14 08:14:17",11,9.9,-1.1,"11850.6893332005s (~3.29 hours)",3.29185814811124,"Picks"
"1240","P5D","No","8~9","2022-09-14 08:14:17","2022-09-14 09:42:00",9.9,11.6,1.7,"5262.23566675186s (~1.46 hours)",1.46173212965329,"Picks"
"1241","P5E","No","NA~0",NA,"2022-09-13 09:22:00",NA,0,NA,NA,NA,"Picks"
"1242","P5E","No","0~1","2022-09-13 09:22:00","2022-09-13 11:24:19",0,1.8,1.8,"7339.38100004196s (~2.04 hours)",2.0387169444561,"Picks"
"1243","P5E","No","1~2","2022-09-13 11:24:19","2022-09-13 13:49:22",1.8,2.3,0.5,"8703.38499999046s (~2.42 hours)",2.4176069444418,"Picks"
"1244","P5E","No","2~3","2022-09-13 13:49:22","2022-09-13 17:09:04",2.3,2.7,0.4,"11981.5020000935s (~3.33 hours)",3.32819500002596,"Picks"
"1245","P5E","No","3~4","2022-09-13 17:09:04","2022-09-13 20:02:59",2.7,7.1,4.4,"10435.001999855s (~2.9 hours)",2.8986116666264,"Picks"
"1246","P5E","No","4~5","2022-09-13 20:02:59","2022-09-13 22:54:13",7.1,7.5,0.4,"10274.6909999847s (~2.85 hours)",2.85408083332909,"Picks"
"1247","P5E","No","5~6","2022-09-13 22:54:13","2022-09-14 02:05:57",7.5,10,2.5,"11503.9210000038s (~3.2 hours)",3.19553361111217,"Picks"
"1248","P5E","No","6~7","2022-09-14 02:05:57","2022-09-14 04:58:09",10,10,0,"10331.7969999313s (~2.87 hours)",2.86994361109204,"Picks"
"1249","P5E","No","7~8","2022-09-14 04:58:09","2022-09-14 08:15:08",10,8,-2,"11818.9869999886s (~3.28 hours)",3.28305194444127,"Picks"
"1250","P5E","No","8~9","2022-09-14 08:15:08","2022-09-14 09:43:00",8,11.7,3.7,"5271.33400011063s (~1.46 hours)",1.46425944447517,"Picks"
"1251","S1A","No","NA~0",NA,"2022-08-22 09:28:00",NA,0,NA,NA,NA,"Sisters3"
"1252","S1A","No","0~1","2022-08-22 09:28:00","2022-08-22 11:10:23",0,0,0,"6143.65100002289s (~1.71 hours)",1.70656972222858,"Sisters3"
"1253","S1A","No","1~2","2022-08-22 11:10:23","2022-08-22 13:19:28",0,0,0,"7745.10500001907s (~2.15 hours)",2.15141805556085,"Sisters3"
"1254","S1A","No","2~3","2022-08-22 13:19:28","2022-08-22 16:17:12",0,0,0,"10663.3359999657s (~2.96 hours)",2.96203777776824,"Sisters3"
"1255","S1A","No","3~4","2022-08-22 16:17:12","2022-08-22 19:10:40",0,0,0,"10408.1859998703s (~2.89 hours)",2.89116277774175,"Sisters3"
"1256","S1A","No","4~5","2022-08-22 19:10:40","2022-08-22 21:59:58",0,0,0,"10157.990000248s (~2.82 hours)",2.82166388895777,"Sisters3"
"1257","S1A","No","5~6","2022-08-22 21:59:58","2022-08-23 01:01:43",0,0,0,"10905.7309999466s (~3.03 hours)",3.02936972220739,"Sisters3"
"1258","S1A","No","6~7","2022-08-23 01:01:43","2022-08-23 04:18:46",0,0,0,"11822.3839998245s (~3.28 hours)",3.28399555550681,"Sisters3"
"1259","S1A","No","7~8","2022-08-23 04:18:46","2022-08-23 07:18:43",0,0.3,0.3,"10797.3870000839s (~3 hours)",2.99927416668998,"Sisters3"
"1260","S1A","No","8~9","2022-08-23 07:18:43","2022-08-23 08:50:00",0.3,0.5,0.2,"5476.23000001907s (~1.52 hours)",1.5211750000053,"Sisters3"
"1261","S1B","No","NA~0",NA,"2022-08-22 09:26:00",NA,0,NA,NA,NA,"Sisters3"
"1262","S1B","No","0~1","2022-08-22 09:26:00","2022-08-22 11:10:53",0,0,0,"6293.65100002289s (~1.75 hours)",1.74823638889525,"Sisters3"
"1263","S1B","No","1~2","2022-08-22 11:10:53","2022-08-22 13:19:58",0,0,0,"7745.10500001907s (~2.15 hours)",2.15141805556085,"Sisters3"
"1264","S1B","No","2~3","2022-08-22 13:19:58","2022-08-22 16:17:42",0,0,0,"10663.3359999657s (~2.96 hours)",2.96203777776824,"Sisters3"
"1265","S1B","No","3~4","2022-08-22 16:17:42","2022-08-22 19:11:10",0,0,0,"10408.1859998703s (~2.89 hours)",2.89116277774175,"Sisters3"
"1266","S1B","No","4~5","2022-08-22 19:11:10","2022-08-22 22:00:28",0,0,0,"10157.990000248s (~2.82 hours)",2.82166388895777,"Sisters3"
"1267","S1B","No","5~6","2022-08-22 22:00:28","2022-08-23 01:02:13",0,0,0,"10905.7309999466s (~3.03 hours)",3.02936972220739,"Sisters3"
"1268","S1B","No","6~7","2022-08-23 01:02:13","2022-08-23 04:19:16",0,0.4,0.4,"11822.3839998245s (~3.28 hours)",3.28399555550681,"Sisters3"
"1269","S1B","No","7~8","2022-08-23 04:19:16","2022-08-23 07:19:13",0.4,0.3,-0.1,"10797.3870000839s (~3 hours)",2.99927416668998,"Sisters3"
"1270","S1B","No","8~9","2022-08-23 07:19:13","2022-08-23 08:52:00",0.3,0.4,0.1,"5566.23000001907s (~1.55 hours)",1.5461750000053,"Sisters3"
"1271","S1C","No","NA~0",NA,"2022-08-22 09:25:00",NA,0,NA,NA,NA,"Sisters3"
"1272","S1C","No","0~1","2022-08-22 09:25:00","2022-08-22 11:13:37",0,0,0,"6517.72099995613s (~1.81 hours)",1.81047805554337,"Sisters3"
"1273","S1C","No","1~2","2022-08-22 11:13:37","2022-08-22 13:22:59",0,0,0,"7761.34333348274s (~2.16 hours)",2.15592870374521,"Sisters3"
"1274","S1C","No","2~3","2022-08-22 13:22:59","2022-08-22 16:20:02",0,0,0,"10623.3569998741s (~2.95 hours)",2.95093249996503,"Sisters3"
"1275","S1C","No","3~4","2022-08-22 16:20:02","2022-08-22 19:13:13",0,0,0,"10391.0223333836s (~2.89 hours)",2.88639509260654,"Sisters3"
"1276","S1C","No","4~5","2022-08-22 19:13:13","2022-08-22 22:02:29",0,0.2,0.2,"10156.1979999542s (~2.82 hours)",2.8211661110984,"Sisters3"
"1277","S1C","No","5~6","2022-08-22 22:02:29","2022-08-23 01:04:28",0.2,0.4,0.2,"10919.0576665401s (~3.03 hours)",3.03307157403893,"Sisters3"
"1278","S1C","No","6~7","2022-08-23 01:04:28","2022-08-23 04:21:32",0.4,0.4,0,"11824.1196668148s (~3.28 hours)",3.28447768522633,"Sisters3"
"1279","S1C","No","7~8","2022-08-23 04:21:32","2022-08-23 07:21:27",0.4,0.3,-0.1,"10794.5130000114s (~3 hours)",2.99847583333651,"Sisters3"
"1280","S1C","No","8~9","2022-08-23 07:21:27","2022-08-23 08:54:00",0.3,2,1.7,"5552.66799998283s (~1.54 hours)",1.54240777777301,"Sisters3"
"1281","S1D","No","NA~0",NA,"2022-08-22 09:22:00",NA,0,NA,NA,NA,"Sisters3"
"1282","S1D","No","0~1","2022-08-22 09:22:00","2022-08-22 11:14:25",0,0.2,0.2,"6745.98699998856s (~1.87 hours)",1.8738852777746,"Sisters3"
"1283","S1D","No","1~2","2022-08-22 11:14:25","2022-08-22 13:24:23",0.2,0.2,0,"7797.57766675949s (~2.17 hours)",2.16599379632208,"Sisters3"
"1284","S1D","No","2~3","2022-08-22 13:24:23","2022-08-22 16:21:04",0.2,0.3,0.1,"10601.393999815s (~2.94 hours)",2.94483166661527,"Sisters3"
"1285","S1D","No","3~4","2022-08-22 16:21:04","2022-08-22 19:13:53",0.3,0.4,0.1,"10368.7526669502s (~2.88 hours)",2.88020907415284,"Sisters3"
"1286","S1D","No","4~5","2022-08-22 19:13:53","2022-08-22 22:03:20",0.4,0.5,0.1,"10166.4889996052s (~2.82 hours)",2.82402472211255,"Sisters3"
"1287","S1D","No","5~6","2022-08-22 22:03:20","2022-08-23 01:05:34",0.5,0.4,-0.1,"10934.4003334045s (~3.04 hours)",3.03733342594571,"Sisters3"
"1288","S1D","No","6~7","2022-08-23 01:05:34","2022-08-23 04:22:26",0.4,0.5,0.1,"11811.7513334751s (~3.28 hours)",3.28104203707642,"Sisters3"
"1289","S1D","No","7~8","2022-08-23 04:22:26","2022-08-23 07:22:13",0.5,0.5,0,"10786.8490002155s (~3 hours)",2.99634694450431,"Sisters3"
"1290","S1D","No","8~9","2022-08-23 07:22:13","2022-08-23 08:56:00",0.5,0.3,-0.2,"5626.79899978638s (~1.56 hours)",1.56299972216288,"Sisters3"
"1291","S1E","No","NA~0",NA,"2022-08-22 09:21:00",NA,0,NA,NA,NA,"Sisters3"
"1292","S1E","No","0~1","2022-08-22 09:21:00","2022-08-22 11:15:14",0,0.3,0.3,"6854.25300002098s (~1.9 hours)",1.90395916667249,"Sisters3"
"1293","S1E","No","1~2","2022-08-22 11:15:14","2022-08-22 13:25:48",0.3,0.3,0,"7833.81200003624s (~2.18 hours)",2.17605888889896,"Sisters3"
"1294","S1E","No","2~3","2022-08-22 13:25:48","2022-08-22 16:22:07",0.3,0.4,0.1,"10579.4309999943s (~2.94 hours)",2.93873083333174,"Sisters3"
"1295","S1E","No","3~4","2022-08-22 16:22:07","2022-08-22 19:14:33",0.4,0.4,0,"10346.4830000401s (~2.87 hours)",2.87402305556668,"Sisters3"
"1296","S1E","No","4~5","2022-08-22 19:14:33","2022-08-22 22:04:10",0.4,0.4,0,"10176.779999733s (~2.83 hours)",2.82688333325916,"Sisters3"
"1297","S1E","No","5~6","2022-08-22 22:04:10","2022-08-23 01:06:40",0.4,0.4,0,"10949.7430000305s (~3.04 hours)",3.04159527778625,"Sisters3"
"1298","S1E","No","6~7","2022-08-23 01:06:40","2022-08-23 04:23:19",0.4,2.3,1.9,"11799.3830001354s (~3.28 hours)",3.27760638892651,"Sisters3"
"1299","S1E","No","7~8","2022-08-23 04:23:19","2022-08-23 07:22:59",2.3,2.6,0.3,"10779.1850001812s (~2.99 hours)",2.99421805560589,"Sisters3"
"1300","S1E","No","8~9","2022-08-23 07:22:59","2022-08-23 08:57:00",2.6,5.1,2.5,"5640.92999982834s (~1.57 hours)",1.56692499995232,"Sisters3"
"1301","S2A","No","NA~0",NA,"2022-08-22 09:18:00",NA,0,NA,NA,NA,"Sisters3"
"1302","S2A","No","0~1","2022-08-22 09:18:00","2022-08-22 11:19:47",0,0,0,"7307.95900011063s (~2.03 hours)",2.02998861114184,"Sisters3"
"1303","S2A","No","1~2","2022-08-22 11:19:47","2022-08-22 13:28:44",0,0,0,"7736.80200004578s (~2.15 hours)",2.14911166667938,"Sisters3"
"1304","S2A","No","2~3","2022-08-22 13:28:44","2022-08-22 16:26:55",0,0,0,"10691.2269997597s (~2.97 hours)",2.96978527771102,"Sisters3"
